chr,start,end,id,gene_id,strand
22,20117423,20117424,P43487,ENSG00000099901,+
9,90801786,90801787,P43405,ENSG00000165025,+
2,97713575,97713576,P43403,ENSG00000115085,+
15,75579314,75579315,P43378,ENSG00000169410,-
X,30243714,30243715,P43366,ENSG00000214107,+
X,152733756,152733757,P43365,ENSG00000213401,+
X,149712059,149712060,P43364,ENSG00000185247,+
X,152138577,152138578,P43363,ENSG00000124260,-
X,149781929,149781930,P43362,ENSG00000123584,+
X,149881140,149881141,P43361,ENSG00000156009,+
X,152769715,152769716,P43360,ENSG00000197172,-
X,151912508,151912509,P43358,ENSG00000147381,+
X,152698766,152698767,P43357,ENSG00000221867,+
X,152714585,152714586,P43356,ENSG00000183305,+
X,153179283,153179284,P43355,ENSG00000198681,+
2,156342347,156342348,P43354,ENSG00000153234,-
11,68008577,68008578,P43353,ENSG00000006534,+
12,990052,990053,P43351,ENSG00000002016,-
22,25212563,25212564,P43320,ENSG00000244752,+
1,156020950,156020951,P43308,ENSG00000163479,-
6,7313198,7313199,P43307,ENSG00000124783,-
2,156435440,156435441,P43304,ENSG00000115159,+
17,43546339,43546340,P43268,ENSG00000175832,-
3,15601340,15601341,P43251,ENSG00000169814,+
5,177426675,177426676,P43250,ENSG00000198055,+
2,47403066,47403067,P43246,ENSG00000095002,+
5,139293739,139293740,P43243,ENSG00000015479,+
1,150808907,150808908,P43235,ENSG00000143387,-
4,155953865,155953866,P43234,ENSG00000256043,-
6,39048780,39048781,P43220,ENSG00000112164,+
16,66844413,66844414,P43166,ENSG00000168748,+
9,129110792,129110793,P43155,ENSG00000095321,-
18,52340196,52340197,P43146,ENSG00000187323,+
11,119317129,119317130,P43121,ENSG00000076706,-
19,46625088,46625089,P43119,ENSG00000160013,-
14,52314311,52314312,P43116,ENSG00000125384,+
1,71047815,71047816,P43115,ENSG00000050628,-
1,78303883,78303884,P43088,ENSG00000122420,+
6,42173363,42173364,P43080,ENSG00000048545,+
17,2593653,2593654,P43034,ENSG00000007168,+
20,35454745,35454746,P43026,ENSG00000125965,-
2,64988489,64988490,P43007,ENSG00000115902,+
9,4490467,4490468,P43005,ENSG00000106688,+
11,35420062,35420063,P43004,ENSG00000110436,-
5,36596587,36596588,P43003,ENSG00000079215,+
1,11805963,11805964,P42898,ENSG00000177000,-
1,21345503,21345504,P42892,ENSG00000117298,-
4,3074680,3074681,P42858,ENSG00000197386,+
4,4348139,4348140,P42857,ENSG00000168824,+
4,73998676,73998677,P42830,ENSG00000163735,-
11,82900429,82900430,P42785,ENSG00000137509,-
1,50960744,50960745,P42773,ENSG00000123080,+
9,22009304,22009305,P42772,ENSG00000147883,-
9,21995300,21995301,P42771,ENSG00000147889,-
X,48676603,48676604,P42768,ENSG00000015285,+
9,124861956,124861957,P42766,ENSG00000136942,-
18,49813532,49813533,P42765,ENSG00000167315,-
2,43995988,43995989,P42704,ENSG00000138095,-
5,38595403,38595404,P42702,ENSG00000113594,-
19,18098943,18098944,P42701,ENSG00000096996,-
1,235161249,235161250,P42696,ENSG00000188739,-
11,134225503,134225504,P42695,ENSG00000151503,-
17,67245195,67245196,P42694,ENSG00000198265,-
6,116060890,116060891,P42685,ENSG00000111816,-
1,179229676,179229677,P42684,ENSG00000143322,-
4,48134249,48134250,P42681,ENSG00000074966,-
4,48269837,48269838,P42680,ENSG00000135605,-
19,3801811,3801812,P42679,ENSG00000007264,-
1,153990761,153990762,P42677,ENSG00000177954,+
7,154052397,154052398,P42658,ENSG00000130226,+
7,143288350,143288351,P42575,ENSG00000106144,+
4,184650061,184650062,P42574,ENSG00000164305,-
9,20622498,20622499,P42568,ENSG00000171843,-
1,51519265,51519266,P42566,ENSG00000085832,-
12,95996364,95996365,P42357,ENSG00000084110,-
22,20858810,20858811,P42356,ENSG00000241973,-
1,11262550,11262551,P42345,ENSG00000198793,-
3,138834927,138834928,P42338,ENSG00000051382,-
3,179148356,179148357,P42336,ENSG00000121879,+
2,68734810,68734811,P42331,ENSG00000163219,+
10,5094413,5094414,P42330,ENSG00000196139,+
5,55307988,55307989,P42285,ENSG00000039123,+
X,123184277,123184278,P42263,ENSG00000125675,+
4,157220142,157220143,P42262,ENSG00000120251,+
5,153490654,153490655,P42261,ENSG00000155511,+
17,42287546,42287547,P42229,ENSG00000126561,+
12,57129099,57129100,P42226,ENSG00000166888,-
2,191014230,191014231,P42224,ENSG00000115415,-
12,98515589,98515590,P42167,ENSG00000120802,+
12,98515629,98515630,P42166,ENSG00000120802,+
20,34194568,34194569,P42127,ENSG00000101440,+
16,2251586,2251587,P42126,ENSG00000167969,-
3,122055361,122055362,P42081,ENSG00000114013,+
2,97664043,97664044,P42025,ENSG00000115073,-
12,96194374,96194375,P41970,ENSG00000111145,+
20,56248731,56248732,P41968,ENSG00000124089,+
3,170222423,170222424,P41743,ENSG00000163558,+
X,38561541,38561542,P41732,ENSG00000156298,+
3,46354110,46354111,P41597,ENSG00000121807,+
2,231125041,231125042,P41595,ENSG00000135914,-
11,89065981,89065982,P41594,ENSG00000168959,-
7,159144866,159144867,P41587,ENSG00000106018,-
7,31052307,31052308,P41586,ENSG00000078549,+
17,41688884,41688885,P41567,ENSG00000173812,+
21,45563114,45563115,P41440,ENSG00000173638,-
11,72135709,72135710,P41439,ENSG00000110203,+
10,30434020,30434021,P41279,ENSG00000107968,+
19,6531025,6531026,P41273,ENSG00000125657,+
1,19596978,19596979,P41271,ENSG00000158747,+
9,92293699,92293700,P41252,ENSG00000196305,-
7,30594877,30594878,P41250,ENSG00000106105,+
X,7927738,7927739,P41247,ENSG00000006757,-
15,74782079,74782080,P41240,ENSG00000103653,+
12,7665907,7665908,P41238,ENSG00000111701,-
3,195543324,195543325,P41236,ENSG00000184203,-
20,44355698,44355699,P41235,ENSG00000101076,+
11,73218280,73218281,P41231,ENSG00000175591,+
X,53225421,53225422,P41229,ENSG00000126012,-
X,153935036,153935037,P41227,ENSG00000102030,-
3,49813952,49813953,P41226,ENSG00000182179,-
X,140505068,140505069,P41225,ENSG00000134595,-
7,99408640,99408641,P41223,ENSG00000106245,+
9,136977503,136977504,P41222,ENSG00000107317,+
3,55489944,55489945,P41221,ENSG00000114251,-
1,192809038,192809039,P41220,ENSG00000116741,+
12,49295146,49295147,P41219,ENSG00000135406,+
1,158831350,158831351,P41218,ENSG00000163563,+
3,112333155,112333156,P41217,ENSG00000091972,+
1,206612464,206612465,P41214,ENSG00000143486,-
12,11649673,11649674,P41212,ENSG00000139083,+
X,152830756,152830757,P41208,ENSG00000147400,-
3,187745724,187745725,P41182,ENSG00000113916,-
12,49950736,49950737,P41181,ENSG00000167580,+
3,122183667,122183668,P41180,ENSG00000036828,+
1,157138473,157138474,P41162,ENSG00000117036,-
3,186109088,186109089,P41161,ENSG00000244405,-
7,128241277,128241278,P41159,ENSG00000174697,+
20,64080081,64080082,P41146,ENSG00000125510,+
8,53251636,53251637,P41145,ENSG00000082556,-
1,28812169,28812170,P41143,ENSG00000116329,+
20,31605282,31605283,P41134,ENSG00000125968,+
X,24054955,24054956,P41091,ENSG00000130741,+
16,2429446,2429447,P41002,ENSG00000162063,+
12,55966735,55966736,P40967,ENSG00000185664,-
2,26244631,26244632,P40939,ENSG00000084754,-
13,33818068,33818069,P40938,ENSG00000133119,+
12,118016702,118016703,P40937,ENSG00000111445,+
4,141636582,141636583,P40933,ENSG00000164136,+
7,76048105,76048106,P40926,ENSG00000146701,+
2,63588608,63588609,P40925,ENSG00000014641,+
7,107803222,107803223,P40879,ENSG00000091138,-
1,160285153,160285154,P40855,ENSG00000162735,-
15,50424381,50424382,P40818,ENSG00000138592,+
17,42388539,42388540,P40763,ENSG00000168610,-
3,36993349,36993350,P40692,ENSG00000076242,+
7,12686855,12686856,P40617,ENSG00000122644,+
12,101407771,101407772,P40616,ENSG00000120805,-
19,49487607,49487608,P40429,ENSG00000142541,+
9,125747344,125747345,P40426,ENSG00000167081,+
6,32190201,32190202,P40425,ENSG00000204304,-
1,164559183,164559184,P40424,ENSG00000185630,+
4,99435509,99435510,P40394,ENSG00000196344,-
3,10141777,10141778,P40337,ENSG00000134086,+
16,67931861,67931862,P40313,ENSG00000141086,-
16,67936849,67936850,P40306,ENSG00000205220,-
14,94110731,94110732,P40305,ENSG00000165949,+
11,114257830,114257831,P40261,ENSG00000166741,+
17,63932335,63932336,P40259,ENSG00000007312,-
1,43337817,43337818,P40238,ENSG00000117400,+
7,56051684,56051685,P40227,ENSG00000146731,+
3,184378206,184378207,P40225,ENSG00000090534,-
1,32179674,32179675,P40222,ENSG00000084652,+
3,111542196,111542197,P40200,ENSG00000153283,+
19,41755529,41755530,P40199,ENSG00000086548,+
19,41796586,41796587,P40198,ENSG00000170956,+
3,194399265,194399266,P40197,ENSG00000178732,-
5,55995017,55995018,P40189,ENSG00000134352,-
8,131040908,131040909,P40145,ENSG00000155897,-
13,94479681,94479682,P40126,ENSG00000080166,-
6,17393594,17393595,P40123,ENSG00000112186,+
2,85414073,85414074,P40121,ENSG00000042493,-
5,37840040,37840041,P39905,ENSG00000168621,-
11,102874981,102874982,P39900,ENSG00000262406,-
7,101816010,101816011,P39880,ENSG00000257923,+
1,20070193,20070194,P39877,ENSG00000127472,+
11,61792910,61792911,P39748,ENSG00000168496,+
15,68820894,68820895,P39687,ENSG00000140350,-
1,20661543,20661544,P39656,ENSG00000244038,-
2,27323096,27323097,P39210,ENSG00000115204,-
21,29939995,29939996,P39086,ENSG00000171189,-
21,45405164,45405165,P39060,ENSG00000182871,+
9,98943906,98943907,P39059,ENSG00000204291,+
22,39319622,39319623,P39023,ENSG00000100316,-
19,41860254,41860255,P39019,ENSG00000105372,+
6,36676459,36676460,P38936,ENSG00000124762,+
11,68903890,68903891,P38935,ENSG00000132740,+
17,80147150,80147151,P38919,ENSG00000141543,-
5,138575400,138575401,P38646,ENSG00000113013,-
3,113747034,113747035,P38606,ENSG00000114573,+
10,89414556,89414557,P38571,ENSG00000107798,-
17,3801187,3801188,P38570,ENSG00000083457,-
7,123925240,123925241,P38567,ENSG00000106304,+
21,33403412,33403413,P38484,ENSG00000159128,+
2,85561531,85561532,P38435,ENSG00000115486,-
17,56961049,56961050,P38432,ENSG00000121058,-
18,11689263,11689264,P38405,ENSG00000141404,+
17,43125482,43125483,P38398,ENSG00000012048,-
X,136880724,136880725,P38159,ENSG00000147274,-
19,51366387,51366388,P38117,ENSG00000105379,-
4,89838314,89838315,P37840,ENSG00000145335,-
11,747463,747464,P37837,ENSG00000177156,+
1,159925506,159925507,P37802,ENSG00000158710,-
12,63151200,63151201,P37288,ENSG00000166148,-
X,15335543,15335544,P37287,ENSG00000165195,-
10,31319124,31319125,P37275,ENSG00000148516,+
8,11795572,11795573,P37268,ENSG00000079459,+
2,10302903,10302904,P37235,ENSG00000115756,+
3,12351471,12351472,P37231,ENSG00000132170,+
19,49929763,49929764,P37198,ENSG00000213024,-
3,30606600,30606601,P37173,ENSG00000163513,+
15,40039180,40039181,P37108,ENSG00000140319,-
12,6377358,6377359,P37088,ENSG00000111319,-
16,82035252,82035253,P37059,ENSG00000086696,+
9,96302175,96302176,P37058,ENSG00000130948,-
12,51907503,51907504,P37023,ENSG00000139567,+
1,196943737,196943738,P36980,ENSG00000080910,+
19,1103993,1103994,P36969,ENSG00000167468,+
6,16238586,16238587,P36959,ENSG00000137198,+
14,74881915,74881916,P36957,ENSG00000119689,+
17,17837001,17837002,P36956,ENSG00000072310,-
17,1762059,1762060,P36955,ENSG00000132386,+
19,36114874,36114875,P36954,ENSG00000105258,-
18,63476957,63476958,P36952,ENSG00000206075,+
12,6375428,6375429,P36941,ENSG00000111321,+
6,30556488,30556489,P36915,ENSG00000204590,-
9,99105110,99105111,P36897,ENSG00000106799,+
12,51951698,51951699,P36896,ENSG00000135503,+
10,86756595,86756596,P36894,ENSG00000107779,+
13,28100575,28100576,P36888,ENSG00000122025,-
12,110742938,110742939,P36873,ENSG00000186298,-
1,63593410,63593411,P36871,ENSG00000079739,+
19,5720571,5720572,P36776,ENSG00000196365,-
7,2242225,2242226,P36639,ENSG00000106268,+
15,66504854,66504855,P36578,ENSG00000174444,-
X,70268304,70268305,P36575,ENSG00000120500,+
3,98593610,98593611,P36551,ENSG00000080819,-
15,32030487,32030488,P36544,ENSG00000175344,+
22,17628748,17628749,P36543,ENSG00000131100,-
10,7788176,7788177,P36542,ENSG00000165629,+
4,68815993,68815994,P36537,ENSG00000109181,+
6,35259734,35259735,P36508,ENSG00000065029,+
19,4124121,4124122,P36507,ENSG00000126934,-
5,65624332,65624333,P36406,ENSG00000113595,-
10,102714396,102714397,P36405,ENSG00000138175,-
11,65014159,65014160,P36404,ENSG00000213465,+
5,134114680,134114681,P36402,ENSG00000081059,+
17,44830812,44830813,P36383,ENSG00000182963,-
1,147773361,147773362,P36382,ENSG00000265107,-
22,24245081,24245082,P36269,ENSG00000099998,-
22,21225553,21225554,P36268,ENSG00000133475,-
1,203186703,203186704,P36222,ENSG00000133048,-
X,74421492,74421493,P36021,ENSG00000147100,+
7,103328569,103328570,P35998,ENSG00000161057,+
4,55125594,55125595,P35968,ENSG00000128052,-
5,180649623,180649624,P35916,ENSG00000037280,-
1,23825428,23825429,P35914,ENSG00000117305,-
4,625572,625573,P35913,ENSG00000133256,+
12,52652210,52652211,P35908,ENSG00000172867,-
17,40885241,40885242,P35900,ENSG00000171431,-
7,17298651,17298652,P35869,ENSG00000106546,+
16,1793731,1793732,P35858,ENSG00000099769,-
14,60245751,60245752,P35813,ENSG00000100614,+
11,68121443,68121444,P35790,ENSG00000110721,-
19,19900945,19900946,P35789,ENSG00000184635,+
5,95822725,95822726,P35754,ENSG00000173221,-
16,15856993,15856994,P35749,ENSG00000133392,-
2,5692383,5692384,P35716,ENSG00000176887,+
20,64049638,64049639,P35713,ENSG00000203883,-
11,16476387,16476388,P35712,ENSG00000110693,-
12,24562448,24562449,P35711,ENSG00000134532,-
17,37745058,37745059,P35680,ENSG00000275410,-
13,52011449,52011450,P35670,ENSG00000123191,-
X,83861145,83861146,P35663,ENSG00000183035,+
6,18264540,18264541,P35659,ENSG00000124795,-
9,131125585,131125586,P35658,ENSG00000126883,+
12,57521736,57521737,P35638,ENSG00000175197,-
16,31180138,31180139,P35637,ENSG00000089280,+
22,25564674,25564675,P35626,ENSG00000100077,+
22,32801704,32801705,P35625,ENSG00000100234,+
19,571276,571277,P35613,ENSG00000172270,+
2,70768211,70768212,P35612,ENSG00000075340,-
4,2843856,2843857,P35611,ENSG00000087274,+
1,179293713,179293714,P35610,ENSG00000057252,+
1,236686498,236686499,P35609,ENSG00000077522,+
3,139389679,139389680,P35606,ENSG00000184432,-
1,43300981,43300982,P35590,ENSG00000066056,+
17,8631375,8631376,P35580,ENSG00000133026,-
22,36387966,36387967,P35579,ENSG00000100345,-
17,42900796,42900797,P35575,ENSG00000131482,+
1,99850360,99850361,P35573,ENSG00000162688,+
2,226799819,226799820,P35568,ENSG00000169047,-
20,57561109,57561110,P35558,ENSG00000124253,+
7,44189438,44189439,P35557,ENSG00000106633,-
5,128659184,128659185,P35556,ENSG00000138829,-
15,48645708,48645709,P35555,ENSG00000166147,-
5,174724581,174724582,P35548,ENSG00000120149,+
11,18236801,18236802,P35542,ENSG00000148965,-
17,41572058,41572059,P35527,ENSG00000171403,-
7,143316110,143316111,P35523,ENSG00000188037,+
21,43076377,43076378,P35520,ENSG00000160200,-
2,233712906,233712907,P35504,ENSG00000288705,+
2,233729041,233729042,P35503,ENSG00000288702,+
17,63972917,63972918,P35499,ENSG00000007314,-
2,166149213,166149214,P35498,ENSG00000144285,-
4,986996,986997,P35475,ENSG00000127415,+
3,114199406,114199407,P35462,ENSG00000151577,-
2,176092720,176092721,P35453,ENSG00000128714,+
2,176099794,176099795,P35452,ENSG00000170178,+
5,80035347,80035348,P35443,ENSG00000113296,+
6,169254043,169254044,P35442,ENSG00000186340,-
11,57237249,57237250,P35414,ENSG00000134817,-
6,29487955,29487956,P35410,ENSG00000204687,-
5,40679914,40679915,P35408,ENSG00000171522,+
15,61229301,61229302,P35398,ENSG00000069667,-
6,154010500,154010501,P35372,ENSG00000112038,+
5,159916481,159916482,P35368,ENSG00000170214,+
3,11137092,11137093,P35367,ENSG00000196639,+
1,186680921,186680922,P35354,ENSG00000073756,-
8,26867277,26867278,P35348,ENSG00000120907,-
16,1072746,1072747,P35346,ENSG00000162009,+
1,153057511,153057512,P35326,ENSG00000241794,-
1,153071610,153071611,P35325,ENSG00000196805,-
1,152984080,152984081,P35321,ENSG00000169474,+
11,10305072,10305073,P35318,ENSG00000148926,+
2,72887407,72887408,P35270,ENSG00000116096,+
19,6393163,6393164,P35269,ENSG00000125651,-
1,6199594,6199595,P35268,ENSG00000116251,-
4,39366374,39366375,P35251,ENSG00000035928,-
7,74254398,74254399,P35250,ENSG00000049541,-
3,186806694,186806695,P35249,ENSG00000163918,-
10,79949104,79949105,P35247,ENSG00000133661,-
7,7718606,7718607,P35244,ENSG00000106399,-
17,9905270,9905271,P35243,ENSG00000109047,-
11,110296711,110296712,P35241,ENSG00000137710,-
22,29603555,29603556,P35240,ENSG00000186575,+
6,2971660,2971661,P35237,ENSG00000124570,-
1,202161580,202161581,P35236,ENSG00000143851,-
17,49414904,49414905,P35232,ENSG00000167085,-
17,27800528,27800529,P35228,ENSG00000007171,-
17,38746627,38746628,P35227,ENSG00000277258,-
10,22321098,22321099,P35226,ENSG00000168283,+
5,132658172,132658173,P35225,ENSG00000169194,+
3,41194740,41194741,P35222,ENSG00000168036,+
5,138753424,138753425,P35221,ENSG00000044115,+
8,60281399,60281400,P35219,ENSG00000178538,-
16,87936528,87936529,P35218,ENSG00000174990,-
1,34792998,34792999,P35212,ENSG00000187513,+
17,5116031,5116032,P35125,ENSG00000129204,+
3,149970949,149970950,P35080,ENSG00000070087,-
4,74794522,74794523,P35070,ENSG00000174808,-
2,240435662,240435663,P35052,ENSG00000063660,+
9,33750820,33750821,P35030,ENSG00000010438,+
17,45784319,45784320,P34998,ENSG00000120088,+
19,14475353,14475354,P34995,ENSG00000160951,-
17,3104421,3104422,P34982,ENSG00000184166,-
8,109086584,109086585,P34981,ENSG00000174417,+
1,23913361,23913362,P34972,ENSG00000188822,-
10,90858038,90858039,P34969,ENSG00000148680,-
15,74890041,74890042,P34949,ENSG00000178802,+
10,119207570,119207571,P34947,ENSG00000198873,+
5,133052012,133052013,P34932,ENSG00000170606,+
6,31815282,31815283,P34931,ENSG00000204390,-
3,134250858,134250859,P34925,ENSG00000163785,-
8,27491142,27491143,P34913,ENSG00000120915,+
17,31314104,31314105,P34910,ENSG00000185862,-
X,152451314,152451315,P34903,ENSG00000011677,-
12,57229710,57229711,P34897,ENSG00000182199,+
17,18363450,18363451,P34896,ENSG00000176974,-
1,39788864,39788865,P34820,ENSG00000116985,-
17,7579490,7579491,P34810,ENSG00000129226,+
8,96493812,96493813,P34741,ENSG00000169439,+
19,49065075,49065076,P34130,ENSG00000225950,-
14,20684559,20684560,P34096,ENSG00000258818,+
16,88856946,88856947,P34059,ENSG00000141012,-
7,100101939,100101940,P33993,ENSG00000166508,-
22,35400139,35400140,P33992,ENSG00000100297,+
8,47960935,47960936,P33991,ENSG00000104738,+
6,80003886,80003887,P33981,ENSG00000112742,+
7,6484151,6484152,P33947,ENSG00000136240,-
6,119349760,119349761,P33908,ENSG00000111885,-
X,153724855,153724856,P33897,ENSG00000101986,+
6,26043712,26043713,P33778,ENSG00000276410,-
1,153549257,153549258,P33764,ENSG00000188015,-
1,153541764,153541765,P33763,ENSG00000196420,-
3,119559613,119559614,P33681,ENSG00000121594,-
9,89311194,89311195,P33552,ENSG00000123975,+
16,15949576,15949577,P33527,ENSG00000103222,+
11,107018475,107018476,P33402,ENSG00000152402,-
15,48331428,48331429,P33316,ENSG00000128951,+
10,94762680,94762681,P33261,ENSG00000165841,+
10,94683728,94683729,P33260,ENSG00000108242,+
11,1853083,1853084,P33241,ENSG00000130592,+
X,100820390,100820391,P33240,ENSG00000101811,+
10,32056424,32056425,P33176,ENSG00000170759,-
16,66366690,66366691,P33151,ENSG00000179776,+
4,184826817,184826818,P33121,ENSG00000151726,-
16,10877209,10877210,P33076,ENSG00000179583,+
18,13824148,13824149,P33032,ENSG00000176136,+
9,114930590,114930591,P32971,ENSG00000106952,-
19,6591149,6591150,P32970,ENSG00000125726,-
4,39458922,39458923,P32969,ENSG00000163682,-
19,10339623,10339624,P32942,ENSG00000076662,-
1,70411217,70411218,P32929,ENSG00000116761,+
22,36913627,36913628,P32927,ENSG00000100368,+
18,31447740,31447741,P32926,ENSG00000134757,+
9,21409116,21409117,P32881,ENSG00000120242,+
12,130839249,130839250,P32856,ENSG00000111450,-
11,18322294,18322295,P32780,ENSG00000110768,+
12,121863595,121863596,P32754,ENSG00000158104,-
22,37212476,37212477,P32745,ENSG00000278195,-
13,41019315,41019316,P32519,ENSG00000120690,-
1,89150455,89150456,P32456,ENSG00000162645,-
1,89065207,89065208,P32455,ENSG00000117228,-
2,40611052,40611053,P32418,ENSG00000183023,-
17,81937327,81937328,P32322,ENSG00000183010,-
4,182917388,182917389,P32321,ENSG00000129187,-
1,20589096,20589097,P32320,ENSG00000158825,+
2,48314681,48314682,P32314,ENSG00000170802,+
11,118883891,118883892,P32302,ENSG00000160683,+
4,2963570,2963571,P32298,ENSG00000125388,+
15,78621294,78621295,P32297,ENSG00000080644,-
13,99307398,99307399,P32249,ENSG00000169508,-
17,40565471,40565472,P32248,ENSG00000126353,-
X,136487946,136487947,P32247,ENSG00000102239,+
3,46208312,46208313,P32246,ENSG00000163823,-
18,60372774,60372775,P32245,ENSG00000166603,-
14,56816692,56816693,P32243,ENSG00000165588,-
2,63050056,63050057,P32242,ENSG00000115507,+
3,42489298,42489299,P32241,ENSG00000114812,+
11,6259837,6259838,P32239,ENSG00000110148,+
4,26490483,26490484,P32238,ENSG00000163394,-
X,30653358,30653359,P32189,ENSG00000198814,+
17,4710631,4710632,P32121,ENSG00000141480,+
19,12801799,12801800,P32119,ENSG00000167815,-
1,37947052,37947053,P32019,ENSG00000204084,-
X,153886172,153886173,P32004,ENSG00000198910,-
19,42594923,42594924,P31997,ENSG00000124469,-
1,161663142,161663143,P31994,ENSG00000072694,+
1,152037003,152037004,P31949,ENSG00000163191,-
11,64185271,64185272,P31948,ENSG00000168439,+
1,26863148,26863149,P31947,ENSG00000175793,+
20,44885704,44885705,P31946,ENSG00000166913,+
19,15049479,15049480,P31944,ENSG00000105141,+
5,179623670,179623671,P31943,ENSG00000169045,-
10,68332063,68332064,P31942,ENSG00000096746,+
22,38952750,38952751,P31941,ENSG00000128383,+
2,215312058,215312059,P31939,ENSG00000138363,+
7,27662882,27662883,P31937,ENSG00000106049,-
3,48609645,48609646,P31930,ENSG00000010256,-
X,71111576,71111577,P31785,ENSG00000147168,-
19,40285394,40285395,P31751,ENSG00000105221,-
14,104795750,104795751,P31749,ENSG00000142208,-
9,33025272,33025273,P31689,ENSG00000086061,+
17,30236001,30236002,P31645,ENSG00000108576,-
15,26866910,26866911,P31644,ENSG00000186297,+
3,14402605,14402606,P31641,ENSG00000131389,+
16,31483117,31483118,P31639,ENSG00000140675,+
6,142946364,142946365,P31629,ENSG00000010818,-
1,171090904,171090905,P31513,ENSG00000007933,+
1,171314182,171314183,P31512,ENSG00000076258,+
2,70248659,70248660,P31483,ENSG00000116001,-
20,45348423,45348424,P31431,ENSG00000124145,-
1,160190574,160190575,P31415,ENSG00000143318,+
20,23035311,23035312,P31391,ENSG00000132671,+
13,21671072,21671073,P31371,ENSG00000102678,+
1,26317957,26317958,P31358,ENSG00000169442,+
2,10120697,10120698,P31350,ENSG00000171848,+
2,210477681,210477682,P31327,ENSG00000021826,+
7,107044704,107044705,P31323,ENSG00000005249,+
7,727649,727650,P31321,ENSG00000188191,-
10,101131299,101131300,P31314,ENSG00000107807,+
2,176107279,176107280,P31277,ENSG00000128713,+
12,53938830,53938831,P31276,ENSG00000123364,+
12,53954902,53954903,P31275,ENSG00000123407,+
12,53995508,53995509,P31274,ENSG00000180806,+
12,54008984,54008985,P31273,ENSG00000037965,+
7,27200090,27200091,P31271,ENSG00000106031,-
7,27185231,27185232,P31270,ENSG00000005073,-
7,27165536,27165537,P31269,ENSG00000078399,-
7,27156674,27156675,P31268,ENSG00000122592,-
7,27147773,27147774,P31267,ENSG00000106006,-
7,27180260,27180261,P31260,ENSG00000253293,-
2,176157306,176157307,P31249,ENSG00000128652,+
2,31580937,31580938,P31213,ENSG00000277893,-
2,85539167,85539168,P31153,ENSG00000168906,+
18,50560086,50560087,P31152,ENSG00000141639,+
1,153460650,153460651,P31151,ENSG00000143556,-
X,154437153,154437154,P31150,ENSG00000203879,+
16,30183601,30183602,P31146,ENSG00000102879,+
5,218317,218318,P31040,ENSG00000073578,+
9,135521437,135521438,P31025,ENSG00000160349,+
12,85874294,85874295,P30990,ENSG00000133636,+
20,62708835,62708836,P30989,ENSG00000101188,+
7,93574729,93574730,P30988,ENSG00000004948,-
4,67754387,67754388,P30968,ENSG00000109163,-
1,159439721,159439722,P30954,ENSG00000196184,+
17,3398409,3398410,P30953,ENSG00000180016,-
3,87792705,87792706,P30939,ENSG00000179097,+
15,78641244,78641245,P30926,ENSG00000117971,-
4,56977741,56977742,P30876,ENSG00000047315,+
17,73165009,73165010,P30874,ENSG00000180616,+
14,38207903,38207904,P30872,ENSG00000139874,+
17,19748297,19748298,P30838,ENSG00000108602,-
9,38392701,38392702,P30837,ENSG00000137124,+
13,29595687,29595688,P30825,ENSG00000139514,-
14,54902825,54902826,P30793,ENSG00000131979,-
6,2841862,2841863,P30740,ENSG00000021355,-
HSCHR22_1_CTG7,278458,278459,P30711,ENSG00000277656,-
19,3136032,3136033,P30679,ENSG00000060558,+
7,88226992,88226993,P30626,ENSG00000075142,-
12,122422668,122422669,P30622,ENSG00000130779,-
1,155301000,155301001,P30613,ENSG00000143627,-
22,40346499,40346500,P30566,ENSG00000239900,+
3,8769612,8769613,P30559,ENSG00000180914,-
3,148697783,148697784,P30556,ENSG00000144891,+
X,16123564,16123565,P30550,ENSG00000126010,+
1,203090653,203090654,P30542,ENSG00000163485,+
22,43151558,43151559,P30536,ENSG00000100300,+
4,3532421,3532422,P30533,ENSG00000163956,-
15,78565519,78565520,P30532,ENSG00000169684,+
3,10992185,10992186,P30531,ENSG00000157103,+
19,41219222,41219223,P30530,ENSG00000167601,+
1,244451908,244451909,P30520,ENSG00000035687,-
16,4474702,4474703,P30519,ENSG00000103415,+
X,153904672,153904673,P30518,ENSG00000126895,+
6,29722774,29722775,P30511,ENSG00000204642,+
17,44957991,44957992,P30419,ENSG00000136448,+
3,42600685,42600686,P30414,ENSG00000114857,+
14,96204678,96204679,P30411,ENSG00000168398,+
3,149377648,149377649,P30408,ENSG00000169908,-
10,79347468,79347469,P30405,ENSG00000108179,+
5,138338354,138338355,P30307,ENSG00000158402,-
20,3796290,3796291,P30305,ENSG00000101224,+
3,48188416,48188417,P30304,ENSG00000164045,-
12,56454656,56454657,P30301,ENSG00000135517,-
11,9573669,9573670,P30291,ENSG00000166483,+
6,42050356,42050357,P30281,ENSG00000112576,-
12,4269770,4269771,P30279,ENSG00000118971,+
1,161215294,161215295,P30273,ENSG00000158869,+
17,47189294,47189295,P30260,ENSG00000004897,-
11,60971679,60971680,P30203,ENSG00000013725,+
11,111766388,111766389,P30154,ENSG00000137713,-
19,52190051,52190052,P30153,ENSG00000105568,+
15,43746437,43746438,P30101,ENSG00000167004,+
12,118136123,118136124,P30086,ENSG00000089220,+
1,47333789,47333790,P30085,ENSG00000162368,+
10,133373353,133373354,P30084,ENSG00000127884,-
9,127451405,127451406,P30050,ENSG00000197958,-
19,1241745,1241746,P30049,ENSG00000099624,+
