PG.ProteinAccessions	PG.Genes	PG.ProteinDescriptions	PG.ProteinNames	PG.Qvalue	[1] hela_DIA9_S1-A9_1_9613.d.PG.Quantity	[2] hela_DIA10_S1-A10_1_9640.d.PG.Quantity	[3] hela_DIA11_S1-A11_1_9667.d.PG.Quantity	[4] hela_DIA12_S1-A1_1_9711.d.PG.Quantity	[5] hela_DIA13_S1-A2_1_9731.d.PG.Quantity	[6] hela_DIA1_S1-A5_1_9193.d.PG.Quantity	[7] hela_DIA2_S1-A6_1_9227.d.PG.Quantity	[8] hela_DIA3_S1-A1_1_9268.d.PG.Quantity	[9] hela_DIA4_S1-A2_1_9308.d.PG.Quantity	[10] hela_DIA5_S1-A3_1_9353.d.PG.Quantity	[11] hela_DIA6_S1-A6_1_9491.d.PG.Quantity	[12] hela_DIA7_S1-A7_1_9531.d.PG.Quantity	[13] hela_DIA8_S1-A8_1_9571.d.PG.Quantity
Q9P107	GMIP	GEM-interacting protein	GMIP_HUMAN	0	95.41042328	53.63370895	73.3478775	84.56207275	88.99071503	85.50548553	67.12728119	69.48239899	66.8192215	72.71340179	77.17779541	40.96854019	72.9806366
Q9P1F3	ABRACL	Costars family protein ABRACL	ABRAL_HUMAN	0	281.3381348	279.253479	244.8344269	184.6954193	260.0394592	370.7381897	339.8809204	160.3734741	178.0835419	127.275383	NaN	195.1278687	173.3586884
Q9P1T7	MDFIC	MyoD family inhibitor domain-containing protein	MDFIC_HUMAN	0	83.32199097	112.0352478	142.6480865	86.42905426	50.25263977	60.05537415	94.11885834	88.99990845	90.43528748	99.17676544	77.20090485	68.20491028	87.98207855
Q9P1U0	POLR1H	DNA-directed RNA polymerase I subunit RPA12	RPA12_HUMAN	0	33.59542465	52.34554291	48.30297852	46.70653534	75.80574799	71.18673706	75.5241394	57.64299011	41.49787521	31.88258553	39.57290268	45.38418579	50.1272049
Q9P1U1	ACTR3B	Actin-related protein 3B	ARP3B_HUMAN	0	9236.241211	9344.875	8983.417969	3105.682373	1869.486938	2278.559326	2665.257568	1836.983032	2102.377686	2465.164551	2500.873779	2624.117188	2603.46875
Q9P1Y6	PHRF1	PHD and RING finger domain-containing protein 1	PHRF1_HUMAN	0.005891473	209.6893463	185.5221252	205.4508514	163.5440674	143.4393921	122.0270462	166.4000092	171.6244049	220.9285583	166.1068115	NaN	170.8884583	156.2051239
Q9P1Z2	CALCOCO1	Calcium-binding and coiled-coil domain-containing protein 1	CACO1_HUMAN	0	34.98976517	25.94419479	46.99021912	12.55004883	13.35681248	NaN	NaN	14.54301929	19.34756088	29.81503296	16.03394318	28.91843987	36.59819412
Q9P206	KIAA1522	Uncharacterized protein KIAA1522	K1522_HUMAN	0	311.2721558	276.9954834	252.2460327	337.7336731	389.1932373	311.7176819	329.2965088	252.2001648	240.1600494	263.7297668	293.8750916	306.0257263	313.494812
Q9P209	CEP72	Centrosomal protein of 72 kDa	CEP72_HUMAN	0	NaN	NaN	98.00946045	99.16741943	NaN	106.5664444	90.66642761	109.0579987	87.8497467	78.65383148	NaN	NaN	NaN
Q9P253	VPS18	Vacuolar protein sorting-associated protein 18 homolog	VPS18_HUMAN	0	154.4475861	188.4247894	188.6282959	192.9771271	173.7977448	172.6490326	169.2039032	163.7332001	170.1453857	147.4864044	139.8838501	168.9884033	164.1480865
Q9P258	RCC2	Protein RCC2	RCC2_HUMAN	0	2332.634766	2256.728027	2389.756592	2782.047119	2628.163574	3357.452393	3265.859131	2303.244629	2489.795654	2381.010742	2088.626465	2251.197266	2196.863037
Q9P260	RELCH	RAB11-binding protein RELCH	RELCH_HUMAN	0	284.0019226	321.8885498	297.6036377	286.0469971	277.8589783	284.2717285	315.855072	250.7113495	245.2585754	253.9572906	287.1375732	262.576355	260.2287903
Q9P265	DIP2B	Disco-interacting protein 2 homolog B	DIP2B_HUMAN	0	478.289032	537.0435181	505.7297058	542.3041992	517.3908691	483.6299438	504.8779297	520.5463867	498.6096497	500.8943787	477.0800171	457.7612	472.3358154
Q9P270	SLAIN2	SLAIN motif-containing protein 2	SLAI2_HUMAN	0	149.4979858	125.1050262	149.3771515	156.6302643	180.0563354	179.3862915	183.2854614	104.9108124	130.5722351	132.6933136	132.709259	131.2315979	135.7013855
Q9P275	USP36	Ubiquitin carboxyl-terminal hydrolase 36	UBP36_HUMAN	0	140.4827881	103.230957	134.0301819	83.15726471	97.26958466	111.272316	115.9103394	108.0063782	101.6170731	107.8179703	106.89254	108.0795059	99.84438324
Q9P287	BCCIP	BRCA2 and CDKN1A-interacting protein	BCCIP_HUMAN	0	458.722168	459.9685364	467.6281128	540.1364136	712.3154907	614.7041626	570.1176147	425.7117615	523.071106	477.2610168	454.7242737	458.1308594	466.6083374
Q9P289	STK26	Serine/threonine-protein kinase 26	STK26_HUMAN	0	470.4196777	400.4373779	459.3892212	474.9121094	563.013916	477.7284241	479.8190613	341.3536987	410.1461792	342.0780945	431.0296936	404.5485229	420.0886841
Q9P299	COPZ2	Coatomer subunit zeta-2	COPZ2_HUMAN	0	187.5132904	152.413681	134.2071533	115.2567444	118.323143	81.25090027	70.16976929	128.7624359	110.0351105	122.0135345	130.5823059	136.254425	108.7126999
Q9P2B2	PTGFRN	Prostaglandin F2 receptor negative regulator	FPRP_HUMAN	0	1754.319336	1648.382324	1605.151855	1516.265381	1505.951294	1469.357544	1314.258301	1621.580322	1623.565918	1717.561646	1616.564575	1726.63208	1730.602661
Q9P2B4	CTTNBP2NL	CTTNBP2 N-terminal-like protein	CT2NL_HUMAN	0	227.50737	217.6967316	235.9238129	239.4959259	240.6142273	230.5812531	214.4585876	240.0981293	224.6251526	215.6278992	210.0360413	209.9119415	227.5413208
Q9P2D0	IBTK	Inhibitor of Bruton tyrosine kinase	IBTK_HUMAN	0	72.02180481	43.52469635	74.33113098	54.14714813	79.45560455	113.689003	76.74282837	51.32190323	65.93814087	65.90554047	40.30343246	64.77935791	45.18582535
Q9P2D3	HEATR5B	HEAT repeat-containing protein 5B	HTR5B_HUMAN	0	99.93452454	98.04721069	89.45574188	78.48680115	69.86640167	85.08169556	65.21617889	79.40677643	88.70032501	74.53652191	80.85797882	85.94329834	93.30538177
Q9P2E5	CHPF2	Chondroitin sulfate glucuronyltransferase	CHPF2_HUMAN	0	217.3157196	256.1010132	206.3535004	182.1903381	211.8571472	223.0287476	186.0052643	206.4318237	196.2038269	213.49646	225.2054901	221.296936	205.0215759
Q9P2E9	RRBP1	Ribosome-binding protein 1	RRBP1_HUMAN	0	961.96698	971.1445313	941.3980713	952.772583	1008.690979	925.4693604	919.9946289	948.1552734	1014.249329	973.5172729	980.1404419	1003.930664	954.5028076
Q9P2I0	CPSF2	Cleavage and polyadenylation specificity factor subunit 2	CPSF2_HUMAN	0	390.4088745	417.0351257	450.9479675	421.8135986	418.0103455	417.9208679	380.2101135	471.0293274	409.9863892	423.5460815	423.4544373	406.6886597	428.67276
Q9P2J5	LARS1	"Leucine--tRNA ligase, cytoplasmic"	SYLC_HUMAN	0	2960.427246	2979.687256	2940.378174	2896.443604	2752.474854	2858.364258	2918.001221	3119.198486	2975.182861	2884.707031	2858.633545	2965.13916	2877.474365
Q9P2K2	TXNDC16	Thioredoxin domain-containing protein 16	TXD16_HUMAN	0	96.49716949	114.3646774	89.76251221	64.34381866	53.98373795	68.18003845	95.07833099	91.16889954	69.19028473	52.83091354	38.44721603	77.15130615	59.83985519
Q9P2K3	RCOR3	REST corepressor 3	RCOR3_HUMAN	0	143.8647919	168.5929108	132.4597473	135.9143982	113.6950531	138.3324432	97.9525528	100.8296432	105.5191727	151.9999847	106.2356796	125.9572525	145.0146332
Q9P2K6	KLHL42	Kelch-like protein 42	KLH42_HUMAN	0	72.46509552	88.72412872	90.56446075	73.92770386	87.89048767	74.24951172	87.45484161	60.37927628	75.87943268	69.08866882	72.31834412	40.7545433	60.90169907
Q9P2K8	EIF2AK4	eIF-2-alpha kinase GCN2	E2AK4_HUMAN	0	183.4174042	193.9852295	204.0753937	183.5238342	178.8352814	133.4295349	140.2267609	176.3888855	181.0254364	176.1137085	168.9626465	173.3538666	171.3236084
Q9P2L0	WDR35	WD repeat-containing protein 35	WDR35_HUMAN	0	121.9324188	108.4316635	106.2722626	94.70574951	65.22410583	79.81764221	91.69475555	111.7071457	102.2414398	63.93301773	84.99274445	59.78614044	95.89984894
Q9P2N5	RBM27	RNA-binding protein 27	RBM27_HUMAN	0	302.0847778	379.640564	366.2237854	312.5967712	316.2624817	282.1455688	290.8885498	266.2236633	282.927002	298.3887329	323.9577332	316.5863953	286.2052307
Q9P2N7	KLHL13	Kelch-like protein 13	KLH13_HUMAN	0	295.5361023	277.0743103	270.9983521	215.3904114	205.9932709	180.514328	169.0926208	216.8361359	223.5826569	225.7431488	257.9313049	247.009964	267.1616821
Q9P2R3	ANKFY1	Rabankyrin-5	ANFY1_HUMAN	0	676.5666504	728.2813721	609.5070801	686.87677	637.6932373	760.012146	787.2659912	739.5431519	739.9083862	732.5522461	694.0391235	689.8781738	657.8247681
Q9P2R7	SUCLA2	"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial"	SUCB1_HUMAN	0	867.7178955	881.4080811	855.2767944	772.824707	612.2822876	670.6610718	805.0743408	874.1134644	895.7855835	749.6889648	761.3375854	839.9953613	788.1045532
Q9P2S5	WRAP73	WD repeat-containing protein WRAP73	WRP73_HUMAN	0	62.63339233	70.62981415	63.72304535	39.17668533	67.02069855	40.30575562	36.21341705	91.87321472	82.32945251	44.83205795	53.9941597	45.68888855	57.33205414
Q9P2T1	GMPR2	GMP reductase 2	GMPR2_HUMAN	0	203.1041107	259.17453	268.1253052	270.1346741	261.5093994	251.1105804	240.1427765	247.6587067	189.5621033	209.3766632	222.5844879	236.385788	259.5084534
Q9P2W1	PSMC3IP	Homologous-pairing protein 2 homolog	HOP2_HUMAN	0	24.40779686	20.56761932	NaN	29.80954552	26.49853516	27.3226223	37.55871582	26.2446537	31.77564621	28.12806702	20.92923164	40.70477676	20.08191681
Q9P2W9	STX18	Syntaxin-18	STX18_HUMAN	0	145.5402832	129.7235413	124.5409775	120.209549	137.2171021	106.2584915	96.81887817	116.0962982	125.2551193	49.9426918	114.7296906	94.81269073	127.6282883
Q9P2X0	DPM3	Dolichol-phosphate mannosyltransferase subunit 3	DPM3_HUMAN	0	310.2110901	236.3044281	286.2304382	346.1456909	355.0379639	257.2982483	329.2260132	264.8009338	236.6679993	313.6135254	314.3458862	336.5230713	310.0984802
Q9P2X3	IMPACT	Protein IMPACT	IMPCT_HUMAN	0	159.9194946	142.0724182	170.3007202	85.47688293	91.15762329	105.2420349	86.66126251	167.8953705	113.9461975	173.0700989	152.0119019	193.2818451	204.3127136
Q9P2Y5	UVRAG	UV radiation resistance-associated gene protein	UVRAG_HUMAN	0	166.305542	174.2643585	161.5653076	178.8085022	201.0241699	127.7951279	93.76121521	92.05467987	125.8667908	116.9712906	141.4710541	108.6158142	109.1843872
Q9UBB4	ATXN10	Ataxin-10	ATX10_HUMAN	0	3510.512939	3279.039795	3389.582275	2385.387695	2585.123535	2632.017822	2624.791748	3672.998779	3668.640625	3493.325684	3299.091797	3424.853271	3355.023193
Q9UBB5	MBD2	Methyl-CpG-binding domain protein 2	MBD2_HUMAN	0	431.3345642	383.4707642	396.2268677	343.7758179	296.7672119	397.5067749	289.9505005	330.7969971	322.7603455	340.1728516	396.7666321	331.3858337	343.7606812
Q9UBB6	NCDN	Neurochondrin	NCDN_HUMAN	0	101.9840164	105.2797394	103.4127274	79.04792786	94.18423462	87.18675995	75.3574295	92.87708282	95.22901154	94.59109497	89.86170959	99.37384796	101.166954
Q9UBB9	TFIP11	Tuftelin-interacting protein 11	TFP11_HUMAN	0	717.74646	712.4438477	757.159729	681.1897583	720.7317505	722.1517944	603.0453491	647.6836548	645.3748169	761.5402222	823.0927734	665.2450562	769.9848022
Q9UBC2	EPS15L1	Epidermal growth factor receptor substrate 15-like 1	EP15R_HUMAN	0	492.3722839	533.631897	493.2092285	461.5151672	390.6398315	446.4438782	383.9848633	511.5212708	490.3112183	414.8779602	488.0909424	476.1161499	506.8132629
Q9UBC5	MYO1A	Unconventional myosin-Ia	MYO1A_HUMAN	0	640.7523193	612.4168091	552.5982056	260.4706726	220.0144501	116.1723175	83.99802399	146.4836426	172.581604	299.5826721	299.0280151	350.7782898	434.6531372
Q9UBD5	ORC3	Origin recognition complex subunit 3	ORC3_HUMAN	0	176.8965607	169.1793213	162.6755676	169.0912628	180.7282715	205.8970642	198.0737152	179.4594421	188.1803894	169.4743805	178.1268921	171.7843475	160.6134644
Q9UBE0	SAE1	SUMO-activating enzyme subunit 1	SAE1_HUMAN	0	448.6870422	461.592041	479.4633789	520.0828857	565.1879883	703.6037598	692.8999634	563.2802124	445.3939819	509.8569946	447.777832	470.2192993	478.9727173
Q9UBF2	COPG2	Coatomer subunit gamma-2	COPG2_HUMAN	0	317.4506226	316.4114685	335.9450378	284.6602173	267.3076172	264.5180054	243.9771729	327.8616333	325.2617798	307.5627441	308.9541321	322.7092285	321.9725647
Q9UBF8	PI4KB	Phosphatidylinositol 4-kinase beta	PI4KB_HUMAN	0	79.0460968	95.58867645	103.6781082	78.2587204	74.50406647	67.49604797	63.92506027	79.97798157	76.76691437	67.68334198	88.89198303	85.94374084	81.56066895
Q9UBG0	MRC2	C-type mannose receptor 2	MRC2_HUMAN	0	189.6887817	193.8513489	197.2335663	216.2501068	238.2397919	310.7827454	256.2656555	195.9055023	168.3614502	160.9616241	175.4742889	167.4354248	177.5746765
Q9UBI1	COMMD3	COMM domain-containing protein 3	COMD3_HUMAN	0	109.4862061	108.1898575	126.4080582	100.7520294	136.9968262	130.2199402	113.8535156	107.1637878	105.233017	98.16860199	120.925209	104.3188171	110.6086426
Q9UBI6	GNG12	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	GBG12_HUMAN	0	173.9192505	189.5436554	179.7915802	279.7020569	268.8226624	270.2009277	270.8522034	169.9038849	166.121521	169.1062927	166.938797	180.2700195	169.3107605
Q9UBJ2	ABCD2	ATP-binding cassette sub-family D member 2	ABCD2_HUMAN	0.007722008	1174.994141	1070.922852	1028.041382	984.2132568	596.8508911	1033.804932	1123.253174	1243.115234	1765.884521	726.758606	240.2658844	531.1688232	516.1281128
Q9UBK8	MTRR	Methionine synthase reductase	MTRR_HUMAN	0	362.6350708	361.7994385	363.5923157	335.2117615	338.0515747	346.4141541	290.3016663	329.6202698	344.125824	356.4069824	362.160553	352.0581055	361.8246155
Q9UBK9	UXT	Protein UXT	UXT_HUMAN	0	234.2301636	213.2836914	203.6385956	232.6911621	203.5714874	210.7649994	198.6685333	183.2808685	196.9468842	158.4735413	135.6358643	178.3558807	254.1478577
Q9UBL3	ASH2L	Set1/Ash2 histone methyltransferase complex subunit ASH2	ASH2L_HUMAN	0	183.3041534	215.1973724	201.4956207	154.4463196	119.6613235	149.66185	150.0477753	169.168869	170.397583	159.8722839	169.7375031	188.878067	213.5635376
Q9UBM7	DHCR7	7-dehydrocholesterol reductase	DHCR7_HUMAN	0	1198.831299	1296.446289	1121.655273	867.881958	720.1469116	762.3640747	800.4232788	1168.175781	1161.51355	925.6220093	1031.696045	1086.025269	983.9690552
Q9UBN7	HDAC6	Histone deacetylase 6	HDAC6_HUMAN	0	228.6084595	189.8095856	209.6212311	218.4091797	249.8651123	194.5254517	189.8559113	212.3868103	185.1332703	168.4682465	179.2906799	201.98172	218.3626862
Q9UBP0	SPAST	Spastin	SPAST_HUMAN	0	211.0445709	221.6516876	232.0800934	226.6874847	227.7406006	239.8182373	264.3208618	229.6785126	218.5522919	206.2663269	240.2333679	194.8216095	189.5840607
Q9UBP6	METTL1	tRNA (guanine-N(7)-)-methyltransferase	TRMB_HUMAN	0	366.9471741	435.0178223	402.3771667	313.3117371	425.9698792	346.3724365	328.3375854	399.7944946	361.6378479	376.0824585	367.5535278	389.8101807	333.066864
Q9UBP9	GULP1	PTB domain-containing engulfment adapter protein 1	GULP1_HUMAN	0	158.6156311	152.1580505	142.6456604	155.3391724	127.4378357	95.13077545	87.2044754	127.5035858	115.5020218	125.1564102	122.0752258	122.7913666	111.0861435
Q9UBQ0	VPS29	Vacuolar protein sorting-associated protein 29	VPS29_HUMAN	0	1088.490845	1042.612793	1053.029297	1001.105286	934.8204956	826.7783203	810.3934326	1018.796692	925.2874146	1123.984985	1027.218994	1004.883972	1028.297241
Q9UBQ5	EIF3K	Eukaryotic translation initiation factor 3 subunit K	EIF3K_HUMAN	0	1625.513916	1594.850708	1725.046143	1481.798218	1548.185547	1807.171997	1720.180664	1831.612671	1765.349487	1729.673706	1669.772461	1610.339478	1663.465332
Q9UBQ6	EXTL2	Exostosin-like 2	EXTL2_HUMAN	0	131.1867676	135.3434143	123.7052536	124.2598038	132.4218597	109.7456436	112.186264	131.1391144	136.7008209	127.122551	116.5680923	124.9154739	148.3253632
Q9UBQ7	GRHPR	Glyoxylate reductase/hydroxypyruvate reductase	GRHPR_HUMAN	0	1747.773315	1768.928711	1831.697021	1378.467041	1230.305786	1419.198853	1380.362671	1532.004883	1507.948975	1536.182617	1600.138184	1848.069702	1763.142456
Q9UBR2	CTSZ	Cathepsin Z	CATZ_HUMAN	0	570.3334351	576.2479248	562.8258667	892.9022217	978.5698242	746.9129028	865.3299561	573.8846436	618.4159546	486.5702515	482.4676819	520.9987793	494.7735291
Q9UBS0	RPS6KB2	Ribosomal protein S6 kinase beta-2	KS6B2_HUMAN	0	266.8582153	309.6775513	297.6733398	210.9483795	232.6112823	231.2680359	209.3396454	240.8859863	223.653656	251.1626434	240.7626038	266.2277222	265.5814514
Q9UBS4	DNAJB11	DnaJ homolog subfamily B member 11	DJB11_HUMAN	0	654.3562622	599.7524414	593.2605591	761.4919434	949.5485229	796.2442627	779.1184692	594.5432129	604.4072266	589.8937378	623.9296875	557.7037964	634.9708252
Q9UBT2	UBA2	SUMO-activating enzyme subunit 2	SAE2_HUMAN	0	1207.431641	1194.210938	1280.487915	1234.597168	1130.245361	1262.29541	1164.584961	1367.780884	1299.089478	1147.495361	1214.566406	1262.279053	1203.144043
Q9UBU6	FAM8A1	Protein FAM8A1	FA8A1_HUMAN	0	120.6786575	76.06827545	95.40641785	77.61784363	79.54056549	78.97618866	83.39730072	58.05474854	64.43053436	68.82775116	72.97103882	72.03646088	80.8312912
Q9UBU8	MORF4L1	Mortality factor 4-like protein 1	MO4L1_HUMAN	0	278.4554749	320.3954468	311.4292603	251.7037201	223.472702	233.052475	245.588028	316.4779053	323.1772461	290.0606079	308.7084351	315.9743347	276.4746399
Q9UBU9	NXF1	Nuclear RNA export factor 1	NXF1_HUMAN	0	700.8679199	649.5582886	640.2962036	658.6035767	588.8568115	648.9760132	715.9446411	655.9373169	705.5881348	693.053772	726.2251587	650.8543091	674.9824219
Q9UBV2	SEL1L	Protein sel-1 homolog 1	SE1L1_HUMAN	0	175.8648071	185.3177338	168.9443359	218.1046753	222.8157196	247.4772797	227.1020355	164.7476501	206.2146912	173.8119659	180.6078339	173.7054138	194.1703949
Q9UBV7	B4GALT7	"Beta-1,4-galactosyltransferase 7"	B4GT7_HUMAN	0	145.3357849	123.3614578	116.8913727	67.99292755	86.73206329	57.86382675	44.08111572	91.87532806	61.93945313	80.85414886	88.96926117	112.1636429	100.6616592
Q9UBV8	PEF1	Peflin	PEF1_HUMAN	0	172.3687439	240.2362518	214.6244659	110.5510406	122.606987	173.8423615	172.5274811	244.20755	267.5507507	195.9734955	131.7376404	124.295166	199.3900757
Q9UBW7	ZMYM2	Zinc finger MYM-type protein 2	ZMYM2_HUMAN	0	57.27274704	50.47872925	66.08108521	65.52745819	60.15962219	62.4366188	55.72358704	55.60744858	49.39143753	57.04553223	54.42102432	50.09676743	51.09314346
Q9UBW8	COPS7A	COP9 signalosome complex subunit 7a	CSN7A_HUMAN	0	604.8955078	553.1290894	556.6236572	467.1143188	413.4956055	449.8620605	460.8303833	608.77948	627.3222656	496.1224976	563.2731323	536.3841553	522.3359375
Q9UBX3	SLC25A10	Mitochondrial dicarboxylate carrier	DIC_HUMAN	0	909.4537354	821.3595581	895.7780151	916.8008423	642.562561	751.1871948	771.7435303	898.296936	898.1883545	893.3113403	885.8672485	838.8545532	859.163208
Q9UBZ4	APEX2	DNA-(apurinic or apyrimidinic site) endonuclease 2	APEX2_HUMAN	0.000319744	63.40337372	25.43847847	31.09300232	49.13472748	NaN	54.16190338	NaN	30.17684555	43.65852737	43.53104401	NaN	27.31181145	47.45188522
Q9UDR5	AASS	"Alpha-aminoadipic semialdehyde synthase, mitochondrial"	AASS_HUMAN	0	255.3760986	241.5569153	225.0128937	188.9990082	167.4728394	157.0263367	150.6714478	233.6597137	228.2822876	239.9972382	211.8620453	184.0913391	247.4134979
Q9UDW1	UQCR10	Cytochrome b-c1 complex subunit 9	QCR9_HUMAN	0	1375.108398	1331.983521	1625.263672	1637.891357	1186.067993	1805.615845	1903.745605	1209.217407	1168.902954	1232.776123	1467.872437	1506.863892	1450.632202
Q9UDX5	MTFP1	Mitochondrial fission process protein 1	MTFP1_HUMAN	0	205.1959534	178.3645935	236.9386292	184.7808838	196.6133423	203.2597504	201.9277802	192.1842957	220.4007874	214.540451	194.1214447	194.6052551	207.5956879
Q9UDY2	TJP2	Tight junction protein ZO-2	ZO2_HUMAN	0	427.1464539	435.7569885	426.0296326	394.3766785	342.9758301	393.6490784	374.9372864	455.35672	454.2288513	442.5114136	443.4590454	405.3439026	446.7001953
Q9UDY4	DNAJB4	DnaJ homolog subfamily B member 4	DNJB4_HUMAN	0	1122.448853	1010.775269	1132.391602	1059.732544	1152.060913	1229.730225	1229.800415	1151.908203	1108.032715	1053.737183	1122.191284	1110.105713	1022.218079
Q9UDY8	MALT1	Mucosa-associated lymphoid tissue lymphoma translocation protein 1	MALT1_HUMAN	0	181.8522339	194.3247986	202.437851	112.348465	147.1040955	149.3595428	154.5563202	169.4087524	192.0373688	195.8291473	165.8783264	181.4212646	191.5463409
Q9UEE9	CFDP1	Craniofacial development protein 1	CFDP1_HUMAN	0	325.855072	319.7167664	315.257782	318.4884644	302.4140015	252.261261	286.9107666	353.9963074	340.0825806	383.2165527	291.2297058	295.1812439	297.8764038
Q9UEG4	ZNF629	Zinc finger protein 629	ZN629_HUMAN	0	173.0786591	145.7010193	179.616272	153.2094421	122.2639389	86.73582458	92.09277344	119.5345612	130.4210968	142.449585	131.4617004	144.9936523	128.8940125
Q9UER7	DAXX	Death domain-associated protein 6	DAXX_HUMAN	0	88.37554932	80.74324799	85.21123505	98.38505554	115.3298187	100.2889557	94.08808899	90.52864838	90.66611481	78.80215454	92.61599731	94.68309021	70.98364258
Q9UET6	FTSJ1	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase	TRM7_HUMAN	0.000474458	332.605896	264.0052185	340.7019348	238.5098572	281.9412231	284.5389404	327.6225586	269.0175171	194.5756378	221.90979	225.2506561	273.1575623	181.1288605
Q9UEU0	VTI1B	Vesicle transport through interaction with t-SNAREs homolog 1B	VTI1B_HUMAN	0	175.9506989	175.2089386	133.455719	148.4285278	163.6181335	111.4013748	191.6305389	182.0448608	151.4291077	112.4504852	89.7483902	137.8883209	112.7916718
Q9UEW8	STK39	STE20/SPS1-related proline-alanine-rich protein kinase	STK39_HUMAN	0	206.8447113	302.3755188	338.9139099	171.281723	121.591507	192.3463135	184.2965698	284.1374207	278.1237488	244.6885681	229.3263702	294.899292	237.0246277
Q9UEY8	ADD3	Gamma-adducin	ADDG_HUMAN	0	1307.065308	1301.672119	1333.123047	1009.06842	1027.638916	974.4606934	937.8772583	1186.314209	1206.295166	1119.090088	1282.352783	1177.466797	1272.05603
Q9UFC0	LRWD1	Leucine-rich repeat and WD repeat-containing protein 1	LRWD1_HUMAN	0	196.745285	193.0441895	193.4493866	184.6660614	250.9759521	167.8373871	151.4817505	194.5100555	150.2216034	180.4647064	144.2852631	160.0565948	179.5192871
Q9UFF9	CNOT8	CCR4-NOT transcription complex subunit 8	CNOT8_HUMAN	0	117.8574219	153.0318451	129.4203644	156.8470001	159.2193451	140.3806305	130.0430908	121.9723282	122.779274	131.0606079	113.4998856	131.1269684	135.9219971
Q9UFN0	NIPSNAP3A	Protein NipSnap homolog 3A	NPS3A_HUMAN	0	210.7684479	203.4444122	212.0626068	163.1799164	188.4572296	170.1314545	171.9679565	212.677124	219.6833496	203.9937592	207.260437	190.0927429	209.1672821
Q9UFW8	CGGBP1	CGG triplet repeat-binding protein 1	CGBP1_HUMAN	0	493.5647888	556.6033936	528.6609497	504.6664429	471.2023926	344.1713562	382.3035583	423.9725037	400.5884705	439.5632629	458.4576416	456.4283142	531.1410522
Q9UG01	IFT172	Intraflagellar transport protein 172 homolog	IF172_HUMAN	0.008332048	120.3828812	115.5699081	127.065918	101.3313522	75.65195465	39.96348572	60.04229355	NaN	67.95378113	57.94862747	NaN	87.19706726	102.1591949
Q9UG63	ABCF2	ATP-binding cassette sub-family F member 2	ABCF2_HUMAN	0	867.5037842	911.3493652	838.6700439	745.7972412	673.805481	736.2212524	733.7211304	903.5162964	950.6010742	844.2354736	830.2810669	858.1693115	839.902832
Q9UGI8	TES	Testin	TES_HUMAN	0	722.9934082	683.8536987	666.6489258	984.3797607	903.0002441	940.1130981	892.6252441	758.394165	708.1566162	670.8590698	687.1136475	694.9440308	648.7666016
Q9UGJ1	TUBGCP4	Gamma-tubulin complex component 4	GCP4_HUMAN	0	504.9021301	494.6080322	528.5004883	411.3055115	445.1763611	383.2719727	350.3172913	420.3823242	417.3242493	422.7906189	434.2107239	430.7715149	451.9840393
Q9UGK8	SERGEF	Secretion-regulating guanine nucleotide exchange factor	SRGEF_HUMAN	0.00419972	32.94459152	49.30246735	44.9552002	29.93855476	42.52493668	43.18656921	30.20800972	37.8325882	47.85483551	16.95658302	NaN	34.79603195	61.8054924
Q9UGM6	WARS2	"Tryptophan--tRNA ligase, mitochondrial"	SYWM_HUMAN	0	82.87335968	100.3094788	98.25911713	105.5041656	75.27107239	94.49780273	100.661644	113.8234024	105.8687668	90.38735199	88.40451813	97.47669983	88.73900604
Q9UGN5	PARP2	Poly [ADP-ribose] polymerase 2	PARP2_HUMAN	0	255.7700348	285.5528259	251.8614349	225.0506439	207.4512939	259.4711304	256.866394	256.3815308	255.769516	245.276062	255.0153503	248.5508881	236.144928
Q9UGP4	LIMD1	LIM domain-containing protein 1	LIMD1_HUMAN	0	64.51295471	57.22924423	65.59346771	100.0014114	108.9520416	94.7700119	84.15763092	71.51958466	71.45657349	74.53890991	88.09073639	65.81058502	57.82525253
Q9UGP8	SEC63	Translocation protein SEC63 homolog	SEC63_HUMAN	0	584.8413086	625.8014526	605.1328735	568.6224976	552.5438232	511.8253174	505.1331482	551.8044434	568.6331177	512.7645264	579.1188354	533.9263916	621.8082275
Q9UGQ3	SLC2A6	"Solute carrier family 2, facilitated glucose transporter member 6"	GTR6_HUMAN	0	106.0463104	13.49289036	59.97129822	80.00090027	93.53704071	77.17357635	48.79233932	90.58457184	46.35535049	56.72497559	NaN	94.74040222	59.62943268
Q9UGR2	ZC3H7B	Zinc finger CCCH domain-containing protein 7B	Z3H7B_HUMAN	0	287.6847534	310.1365662	267.1763611	224.8640289	263.2445679	267.7797241	248.6147919	238.3560791	258.5896301	216.7192841	220.6746674	220.9844971	241.6813202
Q9UGU0	TCF20	Transcription factor 20	TCF20_HUMAN	0	56.26591873	47.60921478	43.92679214	70.77145386	81.65357208	77.77147675	68.54540253	55.44378281	47.59408188	51.14189529	42.84215164	51.03180313	56.42053223
Q9UGV2	NDRG3	Protein NDRG3	NDRG3_HUMAN	0	764.3253174	678.6724243	654.6766968	623.5435791	512.1733398	487.4067383	510.6330261	677.1040039	724.8571167	707.2493286	634.515564	612.1419067	680.2233276
